timestamp,x,y,z,compass_hdg,bearing,yaw_error,vel_x,vel_y,vel_z,yaw_rate,estimated_state_x,estimated_state_y,desired_radius,distance_error
1757223549.6031854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223549.8117704,0.9491643309593201,-2.9154341220855713,1.2932895421981812,264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223550.0618074,0.9717364311218262,-2.967578649520874,1.3501986265182495,264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223550.3118157,0.9792043566703796,-3.0295653343200684,1.3923159837722778,264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223550.5617363,0.975111186504364,-3.107593297958374,1.4155758619308472,264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223550.8119197,0.9791807532310486,-3.1906888484954834,1.4101170301437378,264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223551.0619183,0.970870852470398,-3.262346029281616,1.4028890132904053,264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223551.3117964,0.9529696702957153,-3.345005989074707,1.379732370376587,264.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223551.5623457,0.9242146611213684,-3.455781936645508,1.3481619358062744,264.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223551.8118653,0.8699711561203003,-3.5797486305236816,1.2926585674285889,264.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223552.0628066,0.8376818895339966,-3.645916223526001,1.2616833448410034,264.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223552.3118784,0.7424139976501465,-3.801584005355835,1.1949397325515747,264.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223552.5617495,0.616457998752594,-3.98962664604187,1.1456317901611328,264.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223552.8117907,0.45111194252967834,-4.197509765625,1.099158763885498,264.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223553.0617883,0.264485627412796,-4.443215370178223,1.0518079996109009,264.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223553.3117976,0.08177405595779419,-4.668284893035889,0.9905716180801392,264.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223553.5620198,-0.10584357380867004,-4.868760108947754,0.9266427755355835,264.98,4.624989544009376,0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223553.8114312,-0.3103649318218231,-5.063455104827881,0.8666692972183228,264.99,4.624947984859774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223554.0624352,-0.416006475687027,-5.15949010848999,0.8341028094291687,264.99,4.625729234859774,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223554.3119528,-0.674021303653717,-5.358968257904053,0.7657904624938965,265.0,4.625513142784973,0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223554.5617435,-0.9724929928779602,-5.563938140869141,0.7152643799781799,265.01,4.6259037677849735,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223554.8114378,-1.300733208656311,-5.7850236892700195,0.6772841811180115,265.01,4.626078300710173,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223555.0633318,-1.6400067806243896,-6.011722087860107,0.6504595279693604,265.02,4.626252833635372,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223555.3119047,-1.9845757484436035,-6.222800254821777,0.6213977932929993,265.03,4.625450804060572,-0.0001953125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223555.5617115,-2.323747158050537,-6.463898658752441,0.5907614231109619,265.04,4.626427366560572,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223555.8116596,-2.63431453704834,-6.724635124206543,0.5658450126647949,265.05,4.626601899485771,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223556.0637007,-2.7680294513702393,-6.852625370025635,0.5586217045783997,265.05,4.62599518241097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223556.3115463,-3.1322579383850098,-7.237674713134766,0.5458781719207764,265.07,4.6265603403361695,0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223556.5617847,-3.23207426071167,-7.3602471351623535,0.5490665435791016,265.07,4.626734873261369,0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223556.8114998,-3.411165714263916,-7.592707633972168,0.556657612323761,265.08,4.626518781186569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223557.063196,-3.5452308654785156,-7.833191394805908,0.5645738244056702,265.09,4.626909406186568,0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223557.3119476,-3.62585711479187,-8.060903549194336,0.5757302045822144,265.09,4.627083939111768,0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223557.561776,-3.7083628177642822,-8.270652770996094,0.592283308506012,265.1,4.6263026891117685,-0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
