timestamp,x,y,z,compass_hdg,bearing,yaw_error,vel_x,vel_y,vel_z,yaw_rate,estimated_state_x,estimated_state_y,desired_radius,distance_error
1757223490.1106071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223490.3181622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223490.5682125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223490.8188374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223491.068344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223491.3184705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223491.5683262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223491.8183515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223492.0682845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223492.318228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223492.5683038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223492.8181665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223493.0682786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223493.3181975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223493.5684464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223493.818118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223494.0695646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223494.3187883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223494.5683312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223494.8181577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223495.0684197,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223495.3188055,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223495.5683305,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223495.818159,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223496.0706658,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223496.3188345,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223496.568198,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223496.8181698,0.0,0.0,0.0,0.0,-0.00078125,-0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223497.0696094,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223497.3188603,0.0,0.0,0.0,0.0,-0.000390625,-0.000390625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223497.568292,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1757223497.8181572,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
