timestamp,x,y,z,compass_hdg,bearing,yaw_error,vel_x,vel_y,vel_z,yaw_rate,estimated_state_x,estimated_state_y,desired_radius,distance_error
1757308981.28772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308981.4355927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308981.5860379,0.0827869102358818,0.857256293296814,0.30371522903442383,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308981.7359598,0.0827869102358818,0.857256293296814,0.30371522903442383,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308981.8863823,0.0827869102358818,0.857256293296814,0.30371522903442383,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.0358584,0.0827869102358818,0.857256293296814,0.30371522903442383,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.1919265,0.08151759207248688,0.8523476719856262,0.3133818209171295,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.339411,0.08181798458099365,0.8460180759429932,0.3156310021877289,288.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.4884005,0.08181798458099365,0.8460180759429932,0.3156310021877289,288.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.6368003,0.08181798458099365,0.8460180759429932,0.3156310021877289,288.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.7859147,0.08181798458099365,0.8460180759429932,0.3156310021877289,288.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308982.9360385,0.08509610593318939,0.8350743651390076,0.3219875693321228,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308983.0859907,0.08509610593318939,0.8350743651390076,0.3219875693321228,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308983.2360828,0.08509610593318939,0.8350743651390076,0.3219875693321228,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308983.3859034,0.08509610593318939,0.8350743651390076,0.3219875693321228,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308983.5372214,0.08509610593318939,0.8350743651390076,0.3219875693321228,288.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1757308983.6859245,0.09188664704561234,0.844596803188324,0.3342477083206177,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308983.8376784,0.09188664704561234,0.844596803188324,0.3342477083206177,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308983.9862804,0.09188664704561234,0.844596803188324,0.3342477083206177,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308984.1358743,0.09188664704561234,0.844596803188324,0.3342477083206177,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308984.2863686,0.09188664704561234,0.844596803188324,0.3342477083206177,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308984.4361029,0.11337600648403168,0.8315126299858093,0.33686140179634094,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308984.5872428,0.11337600648403168,0.8315126299858093,0.33686140179634094,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308984.7360716,0.11337600648403168,0.8315126299858093,0.33686140179634094,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308984.8863518,0.11337600648403168,0.8315126299858093,0.33686140179634094,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.0393662,0.12172291427850723,0.8233824968338013,0.3331218957901001,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.1859663,0.12489236146211624,0.8101409077644348,0.34383174777030945,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.337169,0.12489236146211624,0.8101409077644348,0.34383174777030945,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.4860396,0.12489236146211624,0.8101409077644348,0.34383174777030945,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.6369965,0.12489236146211624,0.8101409077644348,0.34383174777030945,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.787728,0.12520350515842438,0.817270815372467,0.35454171895980835,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308985.9359128,0.12520350515842438,0.817270815372467,0.35454171895980835,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.0866792,0.12520350515842438,0.817270815372467,0.35454171895980835,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.2364793,0.12520350515842438,0.817270815372467,0.35454171895980835,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.3874104,0.12520350515842438,0.817270815372467,0.35454171895980835,288.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.5362575,0.14727604389190674,0.8199716806411743,0.36441338062286377,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.6871417,0.14727604389190674,0.8199716806411743,0.36441338062286377,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.8362691,0.14727604389190674,0.8199716806411743,0.36441338062286377,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308986.9879131,0.14727604389190674,0.8199716806411743,0.36441338062286377,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308987.1402225,0.14727604389190674,0.8199716806411743,0.36441338062286377,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308987.2885313,0.16478921473026276,0.8278785347938538,0.37532225251197815,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308987.4358752,0.16478921473026276,0.8278785347938538,0.37532225251197815,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308987.5862985,0.16478921473026276,0.8278785347938538,0.37532225251197815,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308987.7368672,0.16478921473026276,0.8278785347938538,0.37532225251197815,288.76,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308987.8916056,0.16681233048439026,0.8414677977561951,0.38105204701423645,288.75,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.0365279,0.16705861687660217,0.8552849888801575,0.38866639137268066,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.1866329,0.16705861687660217,0.8552849888801575,0.38866639137268066,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.342122,0.16705861687660217,0.8552849888801575,0.38866639137268066,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.4897525,0.16705861687660217,0.8552849888801575,0.38866639137268066,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.6358066,0.16629920899868011,0.8769721388816833,0.3994029760360718,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.7869978,0.16629920899868011,0.8769721388816833,0.3994029760360718,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
1757308988.9372134,0.16629920899868011,0.8769721388816833,0.3994029760360718,288.74,0.0,0.0,0.0,0.0,0.0,0.0,-5.592302438999972,2.7739581712188364,5.0,0.0
